Grade_ID,Assignment_Title,Score,Assignment_ID,Student_ID
235,Final Exam,86.15,13,209
235,Final Exam,86.15,22,209
235,Final Exam,86.15,27,209
235,Final Exam,86.15,33,209
235,Final Exam,86.15,35,209
235,Final Exam,86.15,39,209
235,Final Exam,86.15,58,209
235,Final Exam,86.15,60,209
235,Final Exam,86.15,81,209
235,Final Exam,86.15,90,209
235,Final Exam,86.15,97,209
235,Final Exam,86.15,102,209
235,Final Exam,86.15,106,209
235,Final Exam,86.15,113,209
235,Final Exam,86.15,120,209
235,Final Exam,86.15,123,209
235,Final Exam,86.15,125,209
235,Final Exam,86.15,140,209
235,Final Exam,86.15,141,209
235,Final Exam,86.15,152,209
235,Final Exam,86.15,161,209
235,Final Exam,86.15,169,209
235,Final Exam,86.15,183,209
235,Final Exam,86.15,187,209
235,Final Exam,86.15,201,209
235,Final Exam,86.15,203,209
235,Final Exam,86.15,218,209
235,Final Exam,86.15,222,209
235,Final Exam,86.15,227,209
235,Final Exam,86.15,234,209
235,Final Exam,86.15,260,209
236,Homework 1,39.96,32,209
236,Homework 1,39.96,42,209
236,Homework 1,39.96,48,209
236,Homework 1,39.96,50,209
236,Homework 1,39.96,65,209
236,Homework 1,39.96,69,209
236,Homework 1,39.96,88,209
236,Homework 1,39.96,93,209
236,Homework 1,39.96,103,209
236,Homework 1,39.96,114,209
236,Homework 1,39.96,121,209
236,Homework 1,39.96,134,209
236,Homework 1,39.96,136,209
236,Homework 1,39.96,143,209
236,Homework 1,39.96,147,209
236,Homework 1,39.96,156,209
236,Homework 1,39.96,166,209
236,Homework 1,39.96,177,209
236,Homework 1,39.96,193,209
236,Homework 1,39.96,212,209
236,Homework 1,39.96,217,209
236,Homework 1,39.96,223,209
236,Homework 1,39.96,230,209
236,Homework 1,39.96,238,209
236,Homework 1,39.96,242,209
236,Homework 1,39.96,245,209
236,Homework 1,39.96,251,209
236,Homework 1,39.96,254,209
236,Homework 1,39.96,255,209
237,Lab Report,22.83,8,218
237,Lab Report,22.83,23,218
237,Lab Report,22.83,30,218
237,Lab Report,22.83,52,218
237,Lab Report,22.83,59,218
237,Lab Report,22.83,63,218
237,Lab Report,22.83,74,218
237,Lab Report,22.83,76,218
237,Lab Report,22.83,92,218
237,Lab Report,22.83,98,218
237,Lab Report,22.83,122,218
237,Lab Report,22.83,130,218
237,Lab Report,22.83,139,218
237,Lab Report,22.83,157,218
237,Lab Report,22.83,171,218
237,Lab Report,22.83,194,218
237,Lab Report,22.83,214,218
237,Lab Report,22.83,240,218
237,Lab Report,22.83,243,218
238,Midterm Exam,18.78,4,218
238,Midterm Exam,18.78,9,218
238,Midterm Exam,18.78,11,218
238,Midterm Exam,18.78,20,218
238,Midterm Exam,18.78,29,218
238,Midterm Exam,18.78,38,218
238,Midterm Exam,18.78,45,218
238,Midterm Exam,18.78,47,218
238,Midterm Exam,18.78,56,218
238,Midterm Exam,18.78,72,218
238,Midterm Exam,18.78,78,218
238,Midterm Exam,18.78,80,218
238,Midterm Exam,18.78,108,218
238,Midterm Exam,18.78,129,218
238,Midterm Exam,18.78,132,218
238,Midterm Exam,18.78,154,218
238,Midterm Exam,18.78,167,218
238,Midterm Exam,18.78,182,218
238,Midterm Exam,18.78,186,218
238,Midterm Exam,18.78,200,218
238,Midterm Exam,18.78,216,218
238,Midterm Exam,18.78,226,218
238,Midterm Exam,18.78,229,218
238,Midterm Exam,18.78,237,218
238,Midterm Exam,18.78,249,218
238,Midterm Exam,18.78,256,218
239,Quiz 1,42.59,14,218
239,Quiz 1,42.59,26,218
239,Quiz 1,42.59,28,218
239,Quiz 1,42.59,36,218
239,Quiz 1,42.59,44,218
239,Quiz 1,42.59,55,218
239,Quiz 1,42.59,61,218
239,Quiz 1,42.59,67,218
239,Quiz 1,42.59,68,218
239,Quiz 1,42.59,73,218
239,Quiz 1,42.59,83,218
239,Quiz 1,42.59,87,218
239,Quiz 1,42.59,91,218
239,Quiz 1,42.59,111,218
239,Quiz 1,42.59,115,218
239,Quiz 1,42.59,128,218
239,Quiz 1,42.59,137,218
239,Quiz 1,42.59,144,218
239,Quiz 1,42.59,145,218
239,Quiz 1,42.59,158,218
239,Quiz 1,42.59,176,218
239,Quiz 1,42.59,180,218
239,Quiz 1,42.59,188,218
239,Quiz 1,42.59,195,218
239,Quiz 1,42.59,198,218
239,Quiz 1,42.59,208,218
239,Quiz 1,42.59,246,218
239,Quiz 1,42.59,250,218
239,Quiz 1,42.59,259,218
240,Final Exam,29.71,13,218
240,Final Exam,29.71,22,218
240,Final Exam,29.71,27,218
240,Final Exam,29.71,33,218
240,Final Exam,29.71,35,218
240,Final Exam,29.71,39,218
240,Final Exam,29.71,58,218
240,Final Exam,29.71,60,218
240,Final Exam,29.71,81,218
240,Final Exam,29.71,90,218
240,Final Exam,29.71,97,218
240,Final Exam,29.71,102,218
240,Final Exam,29.71,106,218
240,Final Exam,29.71,113,218
240,Final Exam,29.71,120,218
240,Final Exam,29.71,123,218
240,Final Exam,29.71,125,218
240,Final Exam,29.71,140,218
240,Final Exam,29.71,141,218
240,Final Exam,29.71,152,218
240,Final Exam,29.71,161,218
240,Final Exam,29.71,169,218
240,Final Exam,29.71,183,218
240,Final Exam,29.71,187,218
240,Final Exam,29.71,201,218
240,Final Exam,29.71,203,218
240,Final Exam,29.71,218,218
240,Final Exam,29.71,222,218
240,Final Exam,29.71,227,218
240,Final Exam,29.71,234,218
240,Final Exam,29.71,260,218
241,Homework 1,55.99,32,218
241,Homework 1,55.99,42,218
241,Homework 1,55.99,48,218
241,Homework 1,55.99,50,218
241,Homework 1,55.99,65,218
241,Homework 1,55.99,69,218
241,Homework 1,55.99,88,218
241,Homework 1,55.99,93,218
241,Homework 1,55.99,103,218
241,Homework 1,55.99,114,218
241,Homework 1,55.99,121,218
241,Homework 1,55.99,134,218
241,Homework 1,55.99,136,218
241,Homework 1,55.99,143,218
241,Homework 1,55.99,147,218
241,Homework 1,55.99,156,218
241,Homework 1,55.99,166,218
241,Homework 1,55.99,177,218
241,Homework 1,55.99,193,218
241,Homework 1,55.99,212,218
241,Homework 1,55.99,217,218
241,Homework 1,55.99,223,218
241,Homework 1,55.99,230,218
241,Homework 1,55.99,238,218
241,Homework 1,55.99,242,218
241,Homework 1,55.99,245,218
241,Homework 1,55.99,251,218
241,Homework 1,55.99,254,218
241,Homework 1,55.99,255,218
242,Lab Report,63.28,8,275
242,Lab Report,63.28,23,275
242,Lab Report,63.28,30,275
242,Lab Report,63.28,52,275
242,Lab Report,63.28,59,275
242,Lab Report,63.28,63,275
242,Lab Report,63.28,74,275
242,Lab Report,63.28,76,275
242,Lab Report,63.28,92,275
242,Lab Report,63.28,98,275
242,Lab Report,63.28,122,275
242,Lab Report,63.28,130,275
242,Lab Report,63.28,139,275
242,Lab Report,63.28,157,275
242,Lab Report,63.28,171,275
242,Lab Report,63.28,194,275
242,Lab Report,63.28,214,275
242,Lab Report,63.28,240,275
242,Lab Report,63.28,243,275
243,Midterm Exam,53.93,4,275
243,Midterm Exam,53.93,9,275
243,Midterm Exam,53.93,11,275
243,Midterm Exam,53.93,20,275
243,Midterm Exam,53.93,29,275
243,Midterm Exam,53.93,38,275
243,Midterm Exam,53.93,45,275
243,Midterm Exam,53.93,47,275
243,Midterm Exam,53.93,56,275
243,Midterm Exam,53.93,72,275
243,Midterm Exam,53.93,78,275
243,Midterm Exam,53.93,80,275
243,Midterm Exam,53.93,108,275
243,Midterm Exam,53.93,129,275
243,Midterm Exam,53.93,132,275
243,Midterm Exam,53.93,154,275
243,Midterm Exam,53.93,167,275
243,Midterm Exam,53.93,182,275
243,Midterm Exam,53.93,186,275
243,Midterm Exam,53.93,200,275
243,Midterm Exam,53.93,216,275
243,Midterm Exam,53.93,226,275
243,Midterm Exam,53.93,229,275
243,Midterm Exam,53.93,237,275
243,Midterm Exam,53.93,249,275
243,Midterm Exam,53.93,256,275
244,Quiz 1,73.29,14,275
244,Quiz 1,73.29,26,275
244,Quiz 1,73.29,28,275
244,Quiz 1,73.29,36,275
244,Quiz 1,73.29,44,275
244,Quiz 1,73.29,55,275
244,Quiz 1,73.29,61,275
244,Quiz 1,73.29,67,275
244,Quiz 1,73.29,68,275
244,Quiz 1,73.29,73,275
244,Quiz 1,73.29,83,275
244,Quiz 1,73.29,87,275
244,Quiz 1,73.29,91,275
244,Quiz 1,73.29,111,275
244,Quiz 1,73.29,115,275
244,Quiz 1,73.29,128,275
244,Quiz 1,73.29,137,275
244,Quiz 1,73.29,144,275
244,Quiz 1,73.29,145,275
244,Quiz 1,73.29,158,275
244,Quiz 1,73.29,176,275
244,Quiz 1,73.29,180,275
244,Quiz 1,73.29,188,275
244,Quiz 1,73.29,195,275
244,Quiz 1,73.29,198,275
244,Quiz 1,73.29,208,275
244,Quiz 1,73.29,246,275
244,Quiz 1,73.29,250,275
244,Quiz 1,73.29,259,275
245,Final Exam,80.89,13,275
245,Final Exam,80.89,22,275
245,Final Exam,80.89,27,275
245,Final Exam,80.89,33,275
245,Final Exam,80.89,35,275
245,Final Exam,80.89,39,275
245,Final Exam,80.89,58,275
245,Final Exam,80.89,60,275
245,Final Exam,80.89,81,275
245,Final Exam,80.89,90,275
245,Final Exam,80.89,97,275
245,Final Exam,80.89,102,275
245,Final Exam,80.89,106,275
245,Final Exam,80.89,113,275
245,Final Exam,80.89,120,275
245,Final Exam,80.89,123,275
245,Final Exam,80.89,125,275
245,Final Exam,80.89,140,275
245,Final Exam,80.89,141,275
245,Final Exam,80.89,152,275
245,Final Exam,80.89,161,275
245,Final Exam,80.89,169,275
245,Final Exam,80.89,183,275
245,Final Exam,80.89,187,275
245,Final Exam,80.89,201,275
245,Final Exam,80.89,203,275
245,Final Exam,80.89,218,275
245,Final Exam,80.89,222,275
245,Final Exam,80.89,227,275
245,Final Exam,80.89,234,275
245,Final Exam,80.89,260,275
246,Homework 1,24.3,32,275
246,Homework 1,24.3,42,275
246,Homework 1,24.3,48,275
246,Homework 1,24.3,50,275
246,Homework 1,24.3,65,275
246,Homework 1,24.3,69,275
246,Homework 1,24.3,88,275
246,Homework 1,24.3,93,275
246,Homework 1,24.3,103,275
246,Homework 1,24.3,114,275
246,Homework 1,24.3,121,275
246,Homework 1,24.3,134,275
246,Homework 1,24.3,136,275
246,Homework 1,24.3,143,275
246,Homework 1,24.3,147,275
246,Homework 1,24.3,156,275
246,Homework 1,24.3,166,275
246,Homework 1,24.3,177,275
246,Homework 1,24.3,193,275
246,Homework 1,24.3,212,275
246,Homework 1,24.3,217,275
246,Homework 1,24.3,223,275
246,Homework 1,24.3,230,275
246,Homework 1,24.3,238,275
246,Homework 1,24.3,242,275
246,Homework 1,24.3,245,275
246,Homework 1,24.3,251,275
246,Homework 1,24.3,254,275
246,Homework 1,24.3,255,275
247,Presentation,54.57,3,0
247,Presentation,54.57,6,0
247,Presentation,54.57,15,0
247,Presentation,54.57,49,0
247,Presentation,54.57,54,0
247,Presentation,54.57,66,0
247,Presentation,54.57,71,0
247,Presentation,54.57,86,0
247,Presentation,54.57,104,0
247,Presentation,54.57,116,0
247,Presentation,54.57,124,0
247,Presentation,54.57,149,0
247,Presentation,54.57,162,0
247,Presentation,54.57,164,0
247,Presentation,54.57,175,0
247,Presentation,54.57,179,0
247,Presentation,54.57,191,0
247,Presentation,54.57,196,0
247,Presentation,54.57,202,0
247,Presentation,54.57,210,0
247,Presentation,54.57,211,0
247,Presentation,54.57,219,0
247,Presentation,54.57,235,0
247,Presentation,54.57,241,0
247,Presentation,54.57,248,0
248,Discussion Board,57.26,1,0
248,Discussion Board,57.26,7,0
248,Discussion Board,57.26,16,0
248,Discussion Board,57.26,19,0
248,Discussion Board,57.26,51,0
248,Discussion Board,57.26,57,0
248,Discussion Board,57.26,62,0
248,Discussion Board,57.26,77,0
248,Discussion Board,57.26,95,0
248,Discussion Board,57.26,100,0
248,Discussion Board,57.26,107,0
248,Discussion Board,57.26,117,0
248,Discussion Board,57.26,127,0
248,Discussion Board,57.26,131,0
248,Discussion Board,57.26,135,0
248,Discussion Board,57.26,142,0
248,Discussion Board,57.26,159,0
248,Discussion Board,57.26,163,0
248,Discussion Board,57.26,165,0
248,Discussion Board,57.26,172,0
248,Discussion Board,57.26,185,0
248,Discussion Board,57.26,189,0
248,Discussion Board,57.26,204,0
248,Discussion Board,57.26,209,0
248,Discussion Board,57.26,221,0
248,Discussion Board,57.26,244,0
248,Discussion Board,57.26,252,0
248,Discussion Board,57.26,257,0
249,Final Exam,73.38,13,0
249,Final Exam,73.38,22,0
249,Final Exam,73.38,27,0
249,Final Exam,73.38,33,0
249,Final Exam,73.38,35,0
249,Final Exam,73.38,39,0
249,Final Exam,73.38,58,0
249,Final Exam,73.38,60,0
249,Final Exam,73.38,81,0
249,Final Exam,73.38,90,0
249,Final Exam,73.38,97,0
249,Final Exam,73.38,102,0
249,Final Exam,73.38,106,0
249,Final Exam,73.38,113,0
249,Final Exam,73.38,120,0
249,Final Exam,73.38,123,0
249,Final Exam,73.38,125,0
249,Final Exam,73.38,140,0
249,Final Exam,73.38,141,0
249,Final Exam,73.38,152,0
249,Final Exam,73.38,161,0
249,Final Exam,73.38,169,0
249,Final Exam,73.38,183,0
249,Final Exam,73.38,187,0
249,Final Exam,73.38,201,0
249,Final Exam,73.38,203,0
249,Final Exam,73.38,218,0
249,Final Exam,73.38,222,0
249,Final Exam,73.38,227,0
249,Final Exam,73.38,234,0
249,Final Exam,73.38,260,0
250,Presentation,35.28,3,14
250,Presentation,35.28,6,14
250,Presentation,35.28,15,14
250,Presentation,35.28,49,14
250,Presentation,35.28,54,14
250,Presentation,35.28,66,14
250,Presentation,35.28,71,14
250,Presentation,35.28,86,14
250,Presentation,35.28,104,14
250,Presentation,35.28,116,14
250,Presentation,35.28,124,14
250,Presentation,35.28,149,14
250,Presentation,35.28,162,14
250,Presentation,35.28,164,14
250,Presentation,35.28,175,14
250,Presentation,35.28,179,14
250,Presentation,35.28,191,14
250,Presentation,35.28,196,14
250,Presentation,35.28,202,14
250,Presentation,35.28,210,14
250,Presentation,35.28,211,14
250,Presentation,35.28,219,14
250,Presentation,35.28,235,14
250,Presentation,35.28,241,14
250,Presentation,35.28,248,14
251,Discussion Board,23.69,1,14
251,Discussion Board,23.69,7,14
251,Discussion Board,23.69,16,14
251,Discussion Board,23.69,19,14
251,Discussion Board,23.69,51,14
251,Discussion Board,23.69,57,14
251,Discussion Board,23.69,62,14
251,Discussion Board,23.69,77,14
251,Discussion Board,23.69,95,14
251,Discussion Board,23.69,100,14
251,Discussion Board,23.69,107,14
251,Discussion Board,23.69,117,14
251,Discussion Board,23.69,127,14
251,Discussion Board,23.69,131,14
251,Discussion Board,23.69,135,14
251,Discussion Board,23.69,142,14
251,Discussion Board,23.69,159,14
251,Discussion Board,23.69,163,14
251,Discussion Board,23.69,165,14
251,Discussion Board,23.69,172,14
251,Discussion Board,23.69,185,14
251,Discussion Board,23.69,189,14
251,Discussion Board,23.69,204,14
251,Discussion Board,23.69,209,14
251,Discussion Board,23.69,221,14
251,Discussion Board,23.69,244,14
251,Discussion Board,23.69,252,14
251,Discussion Board,23.69,257,14
252,Final Exam,65.06,13,14
252,Final Exam,65.06,22,14
252,Final Exam,65.06,27,14
252,Final Exam,65.06,33,14
252,Final Exam,65.06,35,14
252,Final Exam,65.06,39,14
252,Final Exam,65.06,58,14
252,Final Exam,65.06,60,14
252,Final Exam,65.06,81,14
252,Final Exam,65.06,90,14
252,Final Exam,65.06,97,14
252,Final Exam,65.06,102,14
252,Final Exam,65.06,106,14
252,Final Exam,65.06,113,14
252,Final Exam,65.06,120,14
252,Final Exam,65.06,123,14
252,Final Exam,65.06,125,14
252,Final Exam,65.06,140,14
252,Final Exam,65.06,141,14
252,Final Exam,65.06,152,14
252,Final Exam,65.06,161,14
252,Final Exam,65.06,169,14
252,Final Exam,65.06,183,14
252,Final Exam,65.06,187,14
252,Final Exam,65.06,201,14
252,Final Exam,65.06,203,14
252,Final Exam,65.06,218,14
252,Final Exam,65.06,222,14
252,Final Exam,65.06,227,14
252,Final Exam,65.06,234,14
252,Final Exam,65.06,260,14
253,Presentation,98.66,3,22
253,Presentation,98.66,6,22
253,Presentation,98.66,15,22
253,Presentation,98.66,49,22
253,Presentation,98.66,54,22
253,Presentation,98.66,66,22
253,Presentation,98.66,71,22
253,Presentation,98.66,86,22
253,Presentation,98.66,104,22
253,Presentation,98.66,116,22
253,Presentation,98.66,124,22
253,Presentation,98.66,149,22
253,Presentation,98.66,162,22
253,Presentation,98.66,164,22
253,Presentation,98.66,175,22
253,Presentation,98.66,179,22
253,Presentation,98.66,191,22
253,Presentation,98.66,196,22
253,Presentation,98.66,202,22
253,Presentation,98.66,210,22
253,Presentation,98.66,211,22
253,Presentation,98.66,219,22
253,Presentation,98.66,235,22
253,Presentation,98.66,241,22
253,Presentation,98.66,248,22
254,Discussion Board,54.42,1,22
254,Discussion Board,54.42,7,22
254,Discussion Board,54.42,16,22
254,Discussion Board,54.42,19,22
254,Discussion Board,54.42,51,22
254,Discussion Board,54.42,57,22
254,Discussion Board,54.42,62,22
254,Discussion Board,54.42,77,22
254,Discussion Board,54.42,95,22
254,Discussion Board,54.42,100,22
254,Discussion Board,54.42,107,22
254,Discussion Board,54.42,117,22
254,Discussion Board,54.42,127,22
254,Discussion Board,54.42,131,22
254,Discussion Board,54.42,135,22
254,Discussion Board,54.42,142,22
254,Discussion Board,54.42,159,22
254,Discussion Board,54.42,163,22
254,Discussion Board,54.42,165,22
254,Discussion Board,54.42,172,22
254,Discussion Board,54.42,185,22
254,Discussion Board,54.42,189,22
254,Discussion Board,54.42,204,22
254,Discussion Board,54.42,209,22
254,Discussion Board,54.42,221,22
254,Discussion Board,54.42,244,22
254,Discussion Board,54.42,252,22
254,Discussion Board,54.42,257,22
255,Final Exam,45.85,13,22
255,Final Exam,45.85,22,22
255,Final Exam,45.85,27,22
255,Final Exam,45.85,33,22
255,Final Exam,45.85,35,22
255,Final Exam,45.85,39,22
255,Final Exam,45.85,58,22
255,Final Exam,45.85,60,22
255,Final Exam,45.85,81,22
255,Final Exam,45.85,90,22
255,Final Exam,45.85,97,22
255,Final Exam,45.85,102,22
255,Final Exam,45.85,106,22
255,Final Exam,45.85,113,22
255,Final Exam,45.85,120,22
255,Final Exam,45.85,123,22
255,Final Exam,45.85,125,22
255,Final Exam,45.85,140,22
255,Final Exam,45.85,141,22
255,Final Exam,45.85,152,22
255,Final Exam,45.85,161,22
255,Final Exam,45.85,169,22
255,Final Exam,45.85,183,22
255,Final Exam,45.85,187,22
255,Final Exam,45.85,201,22
255,Final Exam,45.85,203,22
255,Final Exam,45.85,218,22
255,Final Exam,45.85,222,22
255,Final Exam,45.85,227,22
255,Final Exam,45.85,234,22
255,Final Exam,45.85,260,22
256,Presentation,21.78,3,53
256,Presentation,21.78,6,53
256,Presentation,21.78,15,53
256,Presentation,21.78,49,53
256,Presentation,21.78,54,53
256,Presentation,21.78,66,53
256,Presentation,21.78,71,53
256,Presentation,21.78,86,53
256,Presentation,21.78,104,53
256,Presentation,21.78,116,53
256,Presentation,21.78,124,53
256,Presentation,21.78,149,53
256,Presentation,21.78,162,53
256,Presentation,21.78,164,53
256,Presentation,21.78,175,53
256,Presentation,21.78,179,53
256,Presentation,21.78,191,53
256,Presentation,21.78,196,53
256,Presentation,21.78,202,53
256,Presentation,21.78,210,53
256,Presentation,21.78,211,53
256,Presentation,21.78,219,53
256,Presentation,21.78,235,53
256,Presentation,21.78,241,53
256,Presentation,21.78,248,53
257,Discussion Board,85.52,1,53
257,Discussion Board,85.52,7,53
257,Discussion Board,85.52,16,53
257,Discussion Board,85.52,19,53
257,Discussion Board,85.52,51,53
257,Discussion Board,85.52,57,53
257,Discussion Board,85.52,62,53
257,Discussion Board,85.52,77,53
257,Discussion Board,85.52,95,53
257,Discussion Board,85.52,100,53
257,Discussion Board,85.52,107,53
257,Discussion Board,85.52,117,53
257,Discussion Board,85.52,127,53
257,Discussion Board,85.52,131,53
257,Discussion Board,85.52,135,53
257,Discussion Board,85.52,142,53
257,Discussion Board,85.52,159,53
257,Discussion Board,85.52,163,53
257,Discussion Board,85.52,165,53
257,Discussion Board,85.52,172,53
257,Discussion Board,85.52,185,53
257,Discussion Board,85.52,189,53
257,Discussion Board,85.52,204,53
257,Discussion Board,85.52,209,53
257,Discussion Board,85.52,221,53
257,Discussion Board,85.52,244,53
257,Discussion Board,85.52,252,53
257,Discussion Board,85.52,257,53
258,Final Exam,79.92,13,53
258,Final Exam,79.92,22,53
258,Final Exam,79.92,27,53
258,Final Exam,79.92,33,53
258,Final Exam,79.92,35,53
258,Final Exam,79.92,39,53
258,Final Exam,79.92,58,53
258,Final Exam,79.92,60,53
258,Final Exam,79.92,81,53
258,Final Exam,79.92,90,53
258,Final Exam,79.92,97,53
258,Final Exam,79.92,102,53
258,Final Exam,79.92,106,53
258,Final Exam,79.92,113,53
258,Final Exam,79.92,120,53
258,Final Exam,79.92,123,53
258,Final Exam,79.92,125,53
258,Final Exam,79.92,140,53
258,Final Exam,79.92,141,53
258,Final Exam,79.92,152,53
258,Final Exam,79.92,161,53
258,Final Exam,79.92,169,53
258,Final Exam,79.92,183,53
258,Final Exam,79.92,187,53
258,Final Exam,79.92,201,53
258,Final Exam,79.92,203,53
258,Final Exam,79.92,218,53
258,Final Exam,79.92,222,53
258,Final Exam,79.92,227,53
258,Final Exam,79.92,234,53
258,Final Exam,79.92,260,53
259,Presentation,54.83,3,58
259,Presentation,54.83,6,58
259,Presentation,54.83,15,58
259,Presentation,54.83,49,58
259,Presentation,54.83,54,58
259,Presentation,54.83,66,58
259,Presentation,54.83,71,58
259,Presentation,54.83,86,58
259,Presentation,54.83,104,58
259,Presentation,54.83,116,58
259,Presentation,54.83,124,58
259,Presentation,54.83,149,58
259,Presentation,54.83,162,58
259,Presentation,54.83,164,58
259,Presentation,54.83,175,58
259,Presentation,54.83,179,58
259,Presentation,54.83,191,58
259,Presentation,54.83,196,58
259,Presentation,54.83,202,58
259,Presentation,54.83,210,58
259,Presentation,54.83,211,58
259,Presentation,54.83,219,58
259,Presentation,54.83,235,58
259,Presentation,54.83,241,58
259,Presentation,54.83,248,58
260,Discussion Board,92.37,1,58
260,Discussion Board,92.37,7,58
260,Discussion Board,92.37,16,58
260,Discussion Board,92.37,19,58
260,Discussion Board,92.37,51,58
260,Discussion Board,92.37,57,58
260,Discussion Board,92.37,62,58
260,Discussion Board,92.37,77,58
260,Discussion Board,92.37,95,58
260,Discussion Board,92.37,100,58
260,Discussion Board,92.37,107,58
260,Discussion Board,92.37,117,58
260,Discussion Board,92.37,127,58
260,Discussion Board,92.37,131,58
260,Discussion Board,92.37,135,58
260,Discussion Board,92.37,142,58
260,Discussion Board,92.37,159,58
260,Discussion Board,92.37,163,58
260,Discussion Board,92.37,165,58
260,Discussion Board,92.37,172,58
260,Discussion Board,92.37,185,58
260,Discussion Board,92.37,189,58
260,Discussion Board,92.37,204,58
260,Discussion Board,92.37,209,58
260,Discussion Board,92.37,221,58
260,Discussion Board,92.37,244,58
260,Discussion Board,92.37,252,58
260,Discussion Board,92.37,257,58
261,Final Exam,70.56,13,58
261,Final Exam,70.56,22,58
261,Final Exam,70.56,27,58
261,Final Exam,70.56,33,58
261,Final Exam,70.56,35,58
261,Final Exam,70.56,39,58
261,Final Exam,70.56,58,58
261,Final Exam,70.56,60,58
261,Final Exam,70.56,81,58
261,Final Exam,70.56,90,58
261,Final Exam,70.56,97,58
261,Final Exam,70.56,102,58
261,Final Exam,70.56,106,58
261,Final Exam,70.56,113,58
261,Final Exam,70.56,120,58
261,Final Exam,70.56,123,58
261,Final Exam,70.56,125,58
261,Final Exam,70.56,140,58
261,Final Exam,70.56,141,58
261,Final Exam,70.56,152,58
261,Final Exam,70.56,161,58
261,Final Exam,70.56,169,58
261,Final Exam,70.56,183,58
261,Final Exam,70.56,187,58
261,Final Exam,70.56,201,58
261,Final Exam,70.56,203,58
261,Final Exam,70.56,218,58
261,Final Exam,70.56,222,58
261,Final Exam,70.56,227,58
261,Final Exam,70.56,234,58
261,Final Exam,70.56,260,58
262,Presentation,41.39,3,79
262,Presentation,41.39,6,79
262,Presentation,41.39,15,79
262,Presentation,41.39,49,79
262,Presentation,41.39,54,79
262,Presentation,41.39,66,79
262,Presentation,41.39,71,79
262,Presentation,41.39,86,79
262,Presentation,41.39,104,79
262,Presentation,41.39,116,79
262,Presentation,41.39,124,79
262,Presentation,41.39,149,79
262,Presentation,41.39,162,79
262,Presentation,41.39,164,79
262,Presentation,41.39,175,79
262,Presentation,41.39,179,79
262,Presentation,41.39,191,79
262,Presentation,41.39,196,79
262,Presentation,41.39,202,79
262,Presentation,41.39,210,79
262,Presentation,41.39,211,79
262,Presentation,41.39,219,79
262,Presentation,41.39,235,79
262,Presentation,41.39,241,79
262,Presentation,41.39,248,79
263,Discussion Board,0.61,1,79
263,Discussion Board,0.61,7,79
263,Discussion Board,0.61,16,79
263,Discussion Board,0.61,19,79
263,Discussion Board,0.61,51,79
263,Discussion Board,0.61,57,79
263,Discussion Board,0.61,62,79
263,Discussion Board,0.61,77,79
263,Discussion Board,0.61,95,79
263,Discussion Board,0.61,100,79
263,Discussion Board,0.61,107,79
263,Discussion Board,0.61,117,79
263,Discussion Board,0.61,127,79
263,Discussion Board,0.61,131,79
263,Discussion Board,0.61,135,79
263,Discussion Board,0.61,142,79
263,Discussion Board,0.61,159,79
263,Discussion Board,0.61,163,79
263,Discussion Board,0.61,165,79
263,Discussion Board,0.61,172,79
263,Discussion Board,0.61,185,79
263,Discussion Board,0.61,189,79
263,Discussion Board,0.61,204,79
263,Discussion Board,0.61,209,79
263,Discussion Board,0.61,221,79
263,Discussion Board,0.61,244,79
263,Discussion Board,0.61,252,79
263,Discussion Board,0.61,257,79
264,Final Exam,67.97,13,79
264,Final Exam,67.97,22,79
264,Final Exam,67.97,27,79
264,Final Exam,67.97,33,79
264,Final Exam,67.97,35,79
264,Final Exam,67.97,39,79
264,Final Exam,67.97,58,79
264,Final Exam,67.97,60,79
264,Final Exam,67.97,81,79
264,Final Exam,67.97,90,79
264,Final Exam,67.97,97,79
264,Final Exam,67.97,102,79
264,Final Exam,67.97,106,79
264,Final Exam,67.97,113,79
264,Final Exam,67.97,120,79
264,Final Exam,67.97,123,79
264,Final Exam,67.97,125,79
264,Final Exam,67.97,140,79
264,Final Exam,67.97,141,79
264,Final Exam,67.97,152,79
264,Final Exam,67.97,161,79
264,Final Exam,67.97,169,79
264,Final Exam,67.97,183,79
264,Final Exam,67.97,187,79
264,Final Exam,67.97,201,79
264,Final Exam,67.97,203,79
264,Final Exam,67.97,218,79
264,Final Exam,67.97,222,79
264,Final Exam,67.97,227,79
264,Final Exam,67.97,234,79
264,Final Exam,67.97,260,79
265,Presentation,92.22,3,83
265,Presentation,92.22,6,83
265,Presentation,92.22,15,83
265,Presentation,92.22,49,83
265,Presentation,92.22,54,83
265,Presentation,92.22,66,83
265,Presentation,92.22,71,83
265,Presentation,92.22,86,83
265,Presentation,92.22,104,83
265,Presentation,92.22,116,83
265,Presentation,92.22,124,83
265,Presentation,92.22,149,83
265,Presentation,92.22,162,83
265,Presentation,92.22,164,83
265,Presentation,92.22,175,83
265,Presentation,92.22,179,83
265,Presentation,92.22,191,83
265,Presentation,92.22,196,83
265,Presentation,92.22,202,83
265,Presentation,92.22,210,83
265,Presentation,92.22,211,83
265,Presentation,92.22,219,83
265,Presentation,92.22,235,83
265,Presentation,92.22,241,83
265,Presentation,92.22,248,83
266,Discussion Board,91.23,1,83
266,Discussion Board,91.23,7,83
266,Discussion Board,91.23,16,83
266,Discussion Board,91.23,19,83
266,Discussion Board,91.23,51,83
